"","Date","Team","Lo","Avg","Hi","PrWL","TrWL","TeamPts","OppPts","Opp","WL"
"3106","2019-12-15","Nets",0.269,0.311,0.357,"0",1,109,89,"76ers",0.75
"3107","2019-12-15","Nuggets",0.763,0.82,0.866,"1",1,111,105,"Knicks",0.75
"3108","2019-12-15","Pacers",0.679,0.754,0.817,"1",1,107,85,"Hornets",0.75
"3109","2019-12-15","Pelicans",0.555,0.602,0.648,"1",0,119,130,"Magic",0.75
"3110","2019-12-15","Warriors",0.339,0.381,0.425,"0",0,79,100,"Kings",0.75
"3083","2019-12-14","Bucks",0.777,0.836,0.882,"1",1,125,108,"Cavaliers",0.5
"3084","2019-12-14","Bulls",0.2,0.244,0.295,"0",1,109,106,"Clippers",0.5
"3085","2019-12-14","Cavaliers",0.123,0.159,0.203,"0",0,108,125,"Bucks",0.5
"3086","2019-12-14","Clippers",0.673,0.741,0.799,"1",0,106,109,"Bulls",0.5
"3087","2019-12-14","Grizzlies",0.66,0.716,0.767,"1",1,128,111,"Wizards",0.5
"3088","2019-12-14","Heat",0.186,0.228,0.277,"0",1,122,118,"Mavericks",0.5
"3089","2019-12-14","Mavericks",0.705,0.761,0.81,"1",0,118,122,"Heat",0.5
"3090","2019-12-14","Nets",0.208,0.268,0.336,"0",0,102,110,"Raptors",0.5
"3091","2019-12-14","Nuggets",0.746,0.796,0.838,"1",1,110,102,"Thunder",0.5
"3092","2019-12-14","Pistons",0.119,0.152,0.191,"0",1,115,107,"Rockets",0.5
"3093","2019-12-14","Raptors",0.654,0.725,0.787,"1",1,110,102,"Nets",0.5
"3094","2019-12-14","Rockets",0.789,0.843,0.885,"1",0,107,115,"Pistons",0.5
"3095","2019-12-14","Spurs",0.395,0.476,0.558,"0",1,121,119,"Suns",0.5
"3096","2019-12-14","Suns",0.406,0.501,0.595,"1",0,119,121,"Spurs",0.5
"3097","2019-12-14","Thunder",0.16,0.194,0.232,"0",0,102,110,"Nuggets",0.5
"3098","2019-12-14","Wizards",0.221,0.263,0.311,"0",0,111,128,"Grizzlies",0.5
"3065","2019-12-13","76ers",0.768,0.819,0.86,"1",1,116,109,"Pelicans",0.78
"3066","2019-12-13","Bucks",0.683,0.743,0.795,"1",1,127,114,"Grizzlies",0.78
"3067","2019-12-13","Bulls",0.688,0.753,0.807,"1",0,73,83,"Hornets",0.78
"3068","2019-12-13","Clippers",0.669,0.728,0.78,"1",1,124,117,"Timberwolves",0.78
"3069","2019-12-13","Grizzlies",0.203,0.245,0.294,"0",0,114,127,"Bucks",0.78
"3070","2019-12-13","Hawks",0.284,0.33,0.38,"0",0,100,110,"Pacers",0.78
"3071","2019-12-13","Heat",0.274,0.32,0.37,"0",0,110,113,"Lakers",0.78
"3072","2019-12-13","Hornets",0.177,0.23,0.292,"0",1,83,73,"Bulls",0.78
"3073","2019-12-13","Jazz",0.757,0.81,0.854,"1",1,114,106,"Warriors",0.78
"3074","2019-12-13","Kings",0.755,0.812,0.858,"1",0,101,103,"Knicks",0.78
"3075","2019-12-13","Knicks",0.144,0.184,0.233,"0",1,103,101,"Kings",0.78
"3076","2019-12-13","Lakers",0.605,0.663,0.716,"1",1,113,110,"Heat",0.78
"3077","2019-12-13","Magic",0.181,0.229,0.286,"0",0,107,130,"Rockets",0.78
"3078","2019-12-13","Pacers",0.593,0.656,0.713,"1",1,110,100,"Hawks",0.78
"3079","2019-12-13","Pelicans",0.142,0.175,0.213,"0",0,109,116,"76ers",0.78
"3080","2019-12-13","Rockets",0.692,0.755,0.808,"1",1,130,107,"Magic",0.78
"3081","2019-12-13","Timberwolves",0.212,0.256,0.306,"0",0,117,124,"Clippers",0.78
"3082","2019-12-13","Warriors",0.146,0.185,0.231,"0",0,106,114,"Jazz",0.78
"3057","2019-12-12","76ers",0.264,0.316,0.372,"0",1,115,109,"Celtics",0.5
"3058","2019-12-12","Blazers",0.19,0.226,0.267,"0",0,99,114,"Nuggets",0.5
"3059","2019-12-12","Cavaliers",0.143,0.181,0.226,"0",1,117,109,"Spurs",0.5
"3060","2019-12-12","Celtics",0.653,0.713,0.766,"1",0,109,115,"76ers",0.5
"3061","2019-12-12","Mavericks",0.579,0.66,0.732,"1",1,122,111,"Pistons",0.5
"3062","2019-12-12","Nuggets",0.713,0.764,0.808,"1",1,114,99,"Blazers",0.5
"3063","2019-12-12","Pistons",0.274,0.334,0.4,"0",0,111,122,"Mavericks",0.5
"3064","2019-12-12","Spurs",0.757,0.812,0.858,"1",0,109,117,"Cavaliers",0.5
"3035","2019-12-11","Bucks",0.788,0.84,0.881,"1",1,127,112,"Pelicans",0.59
"3036","2019-12-11","Bulls",0.76,0.808,0.848,"1",1,136,102,"Hawks",0.59
"3037","2019-12-11","Cavaliers",0.197,0.244,0.297,"0",0,110,116,"Rockets",0.59
"3038","2019-12-11","Celtics",0.677,0.725,0.768,"1",0,117,122,"Pacers",0.59
"3039","2019-12-11","Clippers",0.701,0.77,0.826,"1",1,112,92,"Raptors",0.59
"3040","2019-12-11","Grizzlies",0.123,0.157,0.197,"0",1,115,108,"Suns",0.59
"3041","2019-12-11","Hawks",0.145,0.185,0.233,"0",0,102,136,"Bulls",0.59
"3042","2019-12-11","Hornets",0.127,0.173,0.23,"0",1,113,108,"Nets",0.59
"3043","2019-12-11","Jazz",0.467,0.569,0.666,"1",1,127,116,"Timberwolves",0.59
"3044","2019-12-11","Kings",0.755,0.817,0.866,"1",1,94,93,"Thunder",0.59
"3045","2019-12-11","Knicks",0.14,0.173,0.211,"0",1,124,122,"Warriors",0.59
"3046","2019-12-11","Lakers",0.674,0.737,0.792,"1",1,96,87,"Magic",0.59
"3047","2019-12-11","Magic",0.216,0.268,0.327,"0",0,87,96,"Lakers",0.59
"3048","2019-12-11","Nets",0.766,0.826,0.873,"1",0,108,113,"Hornets",0.59
"3049","2019-12-11","Pacers",0.289,0.349,0.415,"0",1,122,117,"Celtics",0.59
"3050","2019-12-11","Pelicans",0.126,0.165,0.214,"0",0,112,127,"Bucks",0.59
"3051","2019-12-11","Raptors",0.165,0.221,0.289,"0",0,92,112,"Clippers",0.59
"3052","2019-12-11","Rockets",0.703,0.76,0.809,"1",1,116,110,"Cavaliers",0.59
"3053","2019-12-11","Suns",0.799,0.841,0.875,"1",0,108,115,"Grizzlies",0.59
"3054","2019-12-11","Thunder",0.126,0.174,0.236,"0",0,93,94,"Kings",0.59
"3055","2019-12-11","Timberwolves",0.561,0.646,0.722,"1",0,116,127,"Jazz",0.59
"3056","2019-12-11","Warriors",0.783,0.822,0.855,"1",0,122,124,"Knicks",0.59
"3027","2019-12-10","76ers",0.677,0.727,0.773,"1",1,97,92,"Nuggets",1
"3028","2019-12-10","Blazers",0.782,0.832,0.873,"1",1,115,87,"Knicks",1
"3029","2019-12-10","Hawks",0.131,0.166,0.21,"0",0,121,135,"Heat",1
"3030","2019-12-10","Heat",0.78,0.83,0.87,"1",1,135,121,"Hawks",1
"3031","2019-12-10","Hornets",0.495,0.554,0.611,"1",1,114,107,"Wizards",1
"3032","2019-12-10","Knicks",0.128,0.167,0.215,"0",0,87,115,"Blazers",1
"3033","2019-12-10","Nuggets",0.227,0.262,0.301,"0",0,92,97,"76ers",1
"3034","2019-12-10","Wizards",0.378,0.428,0.479,"0",0,107,114,"Hornets",1
"3009","2019-12-09","Bucks",0.777,0.83,0.873,"1",1,110,101,"Magic",0.5
"3010","2019-12-09","Bulls",0.232,0.273,0.317,"0",0,92,93,"Raptors",0.5
"3011","2019-12-09","Cavaliers",0.132,0.166,0.205,"0",0,88,110,"Celtics",0.5
"3012","2019-12-09","Celtics",0.781,0.829,0.867,"1",1,110,88,"Cavaliers",0.5
"3013","2019-12-09","Clippers",0.404,0.468,0.534,"0",1,110,99,"Pacers",0.5
"3014","2019-12-09","Grizzlies",0.315,0.366,0.421,"0",1,110,102,"Warriors",0.5
"3015","2019-12-09","Jazz",0.746,0.804,0.852,"1",0,90,104,"Thunder",0.5
"3016","2019-12-09","Kings",0.132,0.176,0.231,"0",1,119,118,"Rockets",0.5
"3017","2019-12-09","Magic",0.128,0.167,0.216,"0",0,101,110,"Bucks",0.5
"3018","2019-12-09","Pacers",0.459,0.511,0.563,"1",0,99,110,"Clippers",0.5
"3019","2019-12-09","Pelicans",0.542,0.603,0.661,"1",0,103,105,"Pistons",0.5
"3020","2019-12-09","Pistons",0.482,0.557,0.63,"1",1,105,103,"Pelicans",0.5
"3021","2019-12-09","Raptors",0.659,0.715,0.765,"1",1,93,92,"Bulls",0.5
"3022","2019-12-09","Rockets",0.763,0.82,0.866,"1",0,118,119,"Kings",0.5
"3023","2019-12-09","Suns",0.578,0.643,0.703,"1",1,125,109,"Timberwolves",0.5
"3024","2019-12-09","Thunder",0.144,0.188,0.242,"0",1,104,90,"Jazz",0.5
"3025","2019-12-09","Timberwolves",0.272,0.333,0.401,"0",0,109,125,"Suns",0.5
"3026","2019-12-09","Warriors",0.559,0.613,0.664,"1",0,102,110,"Grizzlies",0.5
"2993","2019-12-08","76ers",0.65,0.698,0.742,"1",1,110,104,"Raptors",0.5
"2994","2019-12-08","Blazers",0.747,0.801,0.845,"1",0,96,108,"Thunder",0.5
"2995","2019-12-08","Bulls",0.112,0.145,0.184,"0",0,105,110,"Heat",0.5
"2996","2019-12-08","Clippers",0.71,0.777,0.832,"1",1,135,119,"Wizards",0.5
"2997","2019-12-08","Hawks",0.22,0.264,0.313,"0",1,122,107,"Hornets",0.5
"2998","2019-12-08","Heat",0.801,0.851,0.891,"1",1,110,105,"Bulls",0.5
"2999","2019-12-08","Hornets",0.659,0.718,0.77,"1",0,107,122,"Hawks",0.5
"3000","2019-12-08","Kings",0.115,0.149,0.192,"0",1,110,106,"Mavericks",0.5
"3001","2019-12-08","Lakers",0.783,0.839,0.882,"1",1,142,125,"Timberwolves",0.5
"3002","2019-12-08","Mavericks",0.797,0.848,0.888,"1",0,106,110,"Kings",0.5
"3003","2019-12-08","Nets",0.307,0.36,0.416,"0",1,105,102,"Nuggets",0.5
"3004","2019-12-08","Nuggets",0.559,0.621,0.679,"1",0,102,105,"Nets",0.5
"3005","2019-12-08","Raptors",0.249,0.286,0.325,"0",0,104,110,"76ers",0.5
"3006","2019-12-08","Thunder",0.158,0.19,0.226,"0",1,108,96,"Blazers",0.5
"3007","2019-12-08","Timberwolves",0.121,0.159,0.207,"0",0,125,142,"Lakers",0.5
"3008","2019-12-08","Wizards",0.173,0.216,0.266,"0",0,119,135,"Clippers",0.5
"2983","2019-12-07","76ers",0.778,0.835,0.88,"1",1,141,94,"Cavaliers",1
"2984","2019-12-07","Cavaliers",0.124,0.157,0.197,"0",0,94,141,"76ers",1
"2985","2019-12-07","Grizzlies",0.143,0.198,0.266,"0",0,112,126,"Jazz",1
"2986","2019-12-07","Jazz",0.722,0.796,0.854,"1",1,126,112,"Grizzlies",1
"2987","2019-12-07","Knicks",0.247,0.29,0.336,"0",0,103,104,"Pacers",1
"2988","2019-12-07","Mavericks",0.778,0.833,0.877,"1",1,130,84,"Pelicans",1
"2989","2019-12-07","Pacers",0.625,0.695,0.757,"1",1,104,103,"Knicks",1
"2990","2019-12-07","Pelicans",0.128,0.158,0.194,"0",0,84,130,"Mavericks",1
"2991","2019-12-07","Rockets",0.746,0.812,0.864,"1",1,115,109,"Suns",1
"2992","2019-12-07","Suns",0.138,0.183,0.239,"0",0,109,115,"Rockets",1
"2963","2019-12-06","Blazers",0.276,0.338,0.406,"0",0,113,136,"Lakers",0.85
"2964","2019-12-06","Bucks",0.631,0.686,0.737,"1",1,119,91,"Clippers",0.85
"2965","2019-12-06","Bulls",0.741,0.795,0.84,"1",0,98,100,"Warriors",0.85
"2966","2019-12-06","Cavaliers",0.241,0.283,0.328,"0",0,87,93,"Magic",0.85
"2967","2019-12-06","Celtics",0.696,0.751,0.799,"1",1,108,95,"Nuggets",0.85
"2968","2019-12-06","Clippers",0.262,0.301,0.344,"0",0,91,119,"Bucks",0.85
"2969","2019-12-06","Heat",0.774,0.834,0.88,"1",1,112,103,"Wizards",0.85
"2970","2019-12-06","Hornets",0.268,0.321,0.379,"0",0,104,111,"Nets",0.85
"2971","2019-12-06","Kings",0.136,0.174,0.221,"0",0,104,105,"Spurs",0.85
"2972","2019-12-06","Lakers",0.57,0.655,0.732,"1",1,136,113,"Blazers",0.85
"2973","2019-12-06","Magic",0.635,0.703,0.762,"1",1,93,87,"Cavaliers",0.85
"2974","2019-12-06","Nets",0.589,0.659,0.724,"1",1,111,104,"Hornets",0.85
"2975","2019-12-06","Nuggets",0.205,0.237,0.272,"0",0,95,108,"Celtics",0.85
"2976","2019-12-06","Pacers",0.602,0.684,0.756,"1",0,101,108,"Pistons",0.85
"2977","2019-12-06","Pistons",0.419,0.511,0.602,"1",1,108,101,"Pacers",0.85
"2978","2019-12-06","Spurs",0.755,0.812,0.858,"1",1,105,104,"Kings",0.85
"2979","2019-12-06","Thunder",0.475,0.562,0.645,"1",1,139,127,"Timberwolves",0.85
"2980","2019-12-06","Timberwolves",0.322,0.413,0.511,"0",0,127,139,"Thunder",0.85
"2981","2019-12-06","Warriors",0.165,0.196,0.232,"0",1,100,98,"Bulls",0.85
"2982","2019-12-06","Wizards",0.124,0.16,0.204,"0",0,103,112,"Heat",0.85
"2955","2019-12-05","76ers",0.608,0.691,0.763,"1",0,113,119,"Wizards",0.25
"2956","2019-12-05","Knicks",0.224,0.28,0.345,"0",0,92,129,"Nuggets",0.25
"2957","2019-12-05","Nuggets",0.639,0.714,0.779,"1",1,129,92,"Knicks",0.25
"2958","2019-12-05","Pelicans",0.571,0.619,0.666,"1",0,132,139,"Suns",0.25
"2959","2019-12-05","Raptors",0.499,0.553,0.606,"1",0,109,119,"Rockets",0.25
"2960","2019-12-05","Rockets",0.374,0.432,0.492,"0",1,119,109,"Raptors",0.25
"2961","2019-12-05","Suns",0.32,0.365,0.412,"0",1,139,132,"Pelicans",0.25
"2962","2019-12-05","Wizards",0.24,0.305,0.378,"0",1,119,113,"76ers",0.25
"2935","2019-12-04","Blazers",0.76,0.812,0.855,"1",1,127,116,"Kings",0.9
"2936","2019-12-04","Bucks",0.665,0.737,0.798,"1",1,127,103,"Pistons",0.9
"2937","2019-12-04","Bulls",0.662,0.74,0.805,"1",1,106,99,"Grizzlies",0.9
"2938","2019-12-04","Celtics",0.718,0.781,0.833,"1",1,112,93,"Heat",0.9
"2939","2019-12-04","Grizzlies",0.178,0.239,0.314,"0",0,99,106,"Bulls",0.9
"2940","2019-12-04","Hawks",0.218,0.288,0.369,"0",0,118,130,"Nets",0.9
"2941","2019-12-04","Heat",0.166,0.211,0.263,"0",0,93,112,"Celtics",0.9
"2942","2019-12-04","Hornets",0.672,0.73,0.78,"1",1,106,91,"Warriors",0.9
"2943","2019-12-04","Jazz",0.425,0.48,0.534,"0",0,96,121,"Lakers",0.9
"2944","2019-12-04","Kings",0.146,0.176,0.211,"0",0,116,127,"Blazers",0.9
"2945","2019-12-04","Lakers",0.43,0.502,0.574,"1",1,121,96,"Jazz",0.9
"2946","2019-12-04","Magic",0.426,0.491,0.557,"0",1,128,114,"Suns",0.9
"2947","2019-12-04","Mavericks",0.762,0.823,0.871,"1",1,121,114,"Timberwolves",0.9
"2948","2019-12-04","Nets",0.604,0.688,0.761,"1",1,130,118,"Hawks",0.9
"2949","2019-12-04","Pacers",0.476,0.544,0.611,"1",1,107,100,"Thunder",0.9
"2950","2019-12-04","Pistons",0.205,0.249,0.3,"0",0,103,127,"Bucks",0.9
"2951","2019-12-04","Suns",0.427,0.484,0.541,"0",0,114,128,"Magic",0.9
"2952","2019-12-04","Thunder",0.525,0.598,0.667,"1",0,100,107,"Pacers",0.9
"2953","2019-12-04","Timberwolves",0.132,0.169,0.215,"0",0,114,121,"Mavericks",0.9
"2954","2019-12-04","Warriors",0.204,0.247,0.296,"0",0,91,106,"Hornets",0.9
"2921","2019-12-03","Blazers",0.144,0.193,0.255,"0",0,97,117,"Clippers",0.57
"2922","2019-12-03","Cavaliers",0.269,0.311,0.355,"0",0,94,127,"Pistons",0.57
"2923","2019-12-03","Clippers",0.736,0.802,0.855,"1",1,117,97,"Blazers",0.57
"2924","2019-12-03","Heat",0.154,0.185,0.22,"0",1,121,110,"Raptors",0.57
"2925","2019-12-03","Lakers",0.458,0.53,0.601,"1",1,105,96,"Nuggets",0.57
"2926","2019-12-03","Magic",0.398,0.471,0.545,"0",1,127,120,"Wizards",0.57
"2927","2019-12-03","Mavericks",0.629,0.713,0.784,"1",1,118,97,"Pelicans",0.57
"2928","2019-12-03","Nuggets",0.399,0.455,0.511,"0",0,96,105,"Lakers",0.57
"2929","2019-12-03","Pelicans",0.223,0.278,0.341,"0",0,97,118,"Mavericks",0.57
"2930","2019-12-03","Pistons",0.607,0.673,0.732,"1",1,127,94,"Cavaliers",0.57
"2931","2019-12-03","Raptors",0.749,0.802,0.847,"1",0,110,121,"Heat",0.57
"2932","2019-12-03","Rockets",0.657,0.728,0.789,"1",0,133,135,"Spurs",0.57
"2933","2019-12-03","Spurs",0.216,0.259,0.309,"0",1,135,133,"Rockets",0.57
"2934","2019-12-03","Wizards",0.609,0.665,0.717,"1",0,120,127,"Magic",0.57
"2909","2019-12-02","76ers",0.707,0.77,0.823,"1",1,103,94,"Jazz",0.83
"2910","2019-12-02","Bucks",0.751,0.81,0.858,"1",1,132,88,"Knicks",0.83
"2911","2019-12-02","Bulls",0.183,0.229,0.282,"0",1,113,106,"Kings",0.83
"2912","2019-12-02","Grizzlies",0.247,0.334,0.433,"0",0,104,117,"Pacers",0.83
"2913","2019-12-02","Hawks",0.67,0.731,0.785,"1",1,104,79,"Warriors",0.83
"2914","2019-12-02","Hornets",0.328,0.378,0.429,"0",0,104,109,"Suns",0.83
"2915","2019-12-02","Jazz",0.178,0.22,0.269,"0",0,94,103,"76ers",0.83
"2916","2019-12-02","Kings",0.69,0.761,0.82,"1",0,106,113,"Bulls",0.83
"2917","2019-12-02","Knicks",0.143,0.179,0.222,"0",0,88,132,"Bucks",0.83
"2918","2019-12-02","Pacers",0.544,0.648,0.74,"1",1,117,104,"Grizzlies",0.83
"2919","2019-12-02","Suns",0.541,0.601,0.659,"1",1,109,104,"Hornets",0.83
"2920","2019-12-02","Warriors",0.211,0.255,0.305,"0",0,79,104,"Hawks",0.83
"2891","2019-12-01","Celtics",0.625,0.708,0.779,"1",1,113,104,"Knicks",0.61
"2892","2019-12-01","Clippers",0.778,0.831,0.874,"1",1,150,125,"Wizards",0.61
"2893","2019-12-01","Grizzlies",0.13,0.179,0.241,"0",1,115,107,"Timberwolves",0.61
"2894","2019-12-01","Heat",0.602,0.673,0.737,"1",1,109,106,"Nets",0.61
"2895","2019-12-01","Jazz",0.151,0.184,0.222,"0",0,110,130,"Raptors",0.61
"2896","2019-12-01","Knicks",0.229,0.285,0.349,"0",0,104,113,"Celtics",0.61
"2897","2019-12-01","Lakers",0.754,0.809,0.854,"1",0,100,114,"Mavericks",0.61
"2898","2019-12-01","Magic",0.717,0.791,0.849,"1",1,100,96,"Warriors",0.61
"2899","2019-12-01","Mavericks",0.146,0.184,0.228,"0",1,114,100,"Lakers",0.61
"2900","2019-12-01","Nets",0.255,0.311,0.374,"0",0,106,109,"Heat",0.61
"2901","2019-12-01","Pelicans",0.708,0.77,0.822,"1",0,104,107,"Thunder",0.61
"2902","2019-12-01","Pistons",0.424,0.496,0.569,"0",1,132,98,"Spurs",0.61
"2903","2019-12-01","Raptors",0.75,0.804,0.848,"1",1,130,110,"Jazz",0.61
"2904","2019-12-01","Spurs",0.393,0.481,0.57,"0",0,98,132,"Pistons",0.61
"2905","2019-12-01","Thunder",0.169,0.213,0.265,"0",1,107,104,"Pelicans",0.61
"2906","2019-12-01","Timberwolves",0.744,0.812,0.866,"1",0,107,115,"Grizzlies",0.61
"2907","2019-12-01","Warriors",0.149,0.202,0.268,"0",0,96,100,"Magic",0.61
"2908","2019-12-01","Wizards",0.127,0.167,0.218,"0",0,125,150,"Clippers",0.61
"2883","2019-11-30","76ers",0.724,0.79,0.843,"1",1,119,116,"Pacers",0.75
"2884","2019-11-30","Bucks",0.749,0.814,0.866,"1",1,137,96,"Hornets",0.75
"2885","2019-11-30","Hawks",0.135,0.178,0.231,"0",0,111,158,"Rockets",0.75
"2886","2019-11-30","Hornets",0.139,0.179,0.227,"0",0,96,137,"Bucks",0.75
"2887","2019-11-30","Kings",0.263,0.313,0.368,"0",1,100,97,"Nuggets",0.75
"2888","2019-11-30","Nuggets",0.611,0.69,0.759,"1",0,97,100,"Kings",0.75
"2889","2019-11-30","Pacers",0.166,0.197,0.233,"0",0,116,119,"76ers",0.75
"2890","2019-11-30","Rockets",0.745,0.817,0.872,"1",1,158,111,"Hawks",0.75
"2857","2019-11-29","76ers",0.65,0.727,0.793,"1",1,101,95,"Knicks",0.77
"2858","2019-11-29","Blazers",0.762,0.816,0.86,"1",1,107,103,"Bulls",0.77
"2859","2019-11-29","Bucks",0.646,0.727,0.796,"1",1,119,110,"Cavaliers",0.77
"2860","2019-11-29","Bulls",0.144,0.176,0.213,"0",0,103,107,"Blazers",0.77
"2861","2019-11-29","Cavaliers",0.213,0.267,0.33,"0",0,110,119,"Bucks",0.77
"2862","2019-11-29","Celtics",0.699,0.771,0.83,"1",0,107,112,"Nets",0.77
"2863","2019-11-29","Clippers",0.684,0.751,0.807,"1",0,97,107,"Spurs",0.77
"2864","2019-11-29","Grizzlies",0.149,0.234,0.349,"0",0,94,103,"Jazz",0.77
"2865","2019-11-29","Hawks",0.123,0.17,0.231,"0",0,104,105,"Pacers",0.77
"2866","2019-11-29","Heat",0.784,0.837,0.879,"1",1,122,105,"Warriors",0.77
"2867","2019-11-29","Hornets",0.106,0.165,0.249,"0",1,110,107,"Pistons",0.77
"2868","2019-11-29","Jazz",0.631,0.744,0.832,"1",1,103,94,"Grizzlies",0.77
"2869","2019-11-29","Knicks",0.216,0.265,0.32,"0",0,95,101,"76ers",0.77
"2870","2019-11-29","Lakers",0.754,0.815,0.863,"1",1,125,103,"Wizards",0.77
"2871","2019-11-29","Magic",0.161,0.209,0.266,"0",0,83,90,"Raptors",0.77
"2872","2019-11-29","Mavericks",0.666,0.751,0.821,"1",1,120,113,"Suns",0.77
"2873","2019-11-29","Nets",0.159,0.213,0.279,"0",1,112,107,"Celtics",0.77
"2874","2019-11-29","Pacers",0.752,0.822,0.875,"1",1,105,104,"Hawks",0.77
"2875","2019-11-29","Pelicans",0.216,0.308,0.419,"0",0,104,109,"Thunder",0.77
"2876","2019-11-29","Pistons",0.733,0.821,0.884,"1",0,107,110,"Hornets",0.77
"2877","2019-11-29","Raptors",0.707,0.777,0.834,"1",1,90,83,"Magic",0.77
"2878","2019-11-29","Spurs",0.193,0.237,0.288,"0",1,107,97,"Clippers",0.77
"2879","2019-11-29","Suns",0.163,0.229,0.313,"0",0,113,120,"Mavericks",0.77
"2880","2019-11-29","Thunder",0.557,0.664,0.757,"1",1,109,104,"Pelicans",0.77
"2881","2019-11-29","Warriors",0.118,0.153,0.197,"0",0,105,122,"Heat",0.77
"2882","2019-11-29","Wizards",0.14,0.183,0.236,"0",0,103,125,"Lakers",0.77
"2829","2019-11-27","76ers",0.764,0.828,0.878,"1",1,97,91,"Kings",0.68
"2830","2019-11-27","Blazers",0.701,0.766,0.82,"1",1,136,119,"Thunder",0.68
"2831","2019-11-27","Bucks",0.765,0.823,0.869,"1",1,111,102,"Hawks",0.68
"2832","2019-11-27","Bulls",0.514,0.607,0.692,"1",0,90,104,"Warriors",0.68
"2833","2019-11-27","Cavaliers",0.438,0.573,0.698,"1",0,104,116,"Magic",0.68
"2834","2019-11-27","Celtics",0.786,0.837,0.879,"1",1,121,110,"Nets",0.68
"2835","2019-11-27","Clippers",0.715,0.783,0.839,"1",1,121,119,"Grizzlies",0.68
"2836","2019-11-27","Grizzlies",0.156,0.204,0.262,"0",0,119,121,"Clippers",0.68
"2837","2019-11-27","Hawks",0.13,0.17,0.219,"0",0,102,111,"Bucks",0.68
"2838","2019-11-27","Heat",0.122,0.172,0.237,"0",0,108,117,"Rockets",0.68
"2839","2019-11-27","Hornets",0.17,0.261,0.378,"0",1,102,101,"Pistons",0.68
"2840","2019-11-27","Jazz",0.22,0.294,0.381,"0",0,102,121,"Pacers",0.68
"2841","2019-11-27","Kings",0.122,0.168,0.225,"0",0,91,97,"76ers",0.68
"2842","2019-11-27","Knicks",0.116,0.156,0.207,"0",0,98,126,"Raptors",0.68
"2843","2019-11-27","Lakers",0.663,0.735,0.796,"1",1,114,110,"Pelicans",0.68
"2844","2019-11-27","Magic",0.607,0.733,0.83,"1",1,116,104,"Cavaliers",0.68
"2845","2019-11-27","Nets",0.12,0.155,0.198,"0",0,110,121,"Celtics",0.68
"2846","2019-11-27","Pacers",0.596,0.681,0.756,"1",1,121,102,"Jazz",0.68
"2847","2019-11-27","Pelicans",0.207,0.257,0.315,"0",0,110,114,"Lakers",0.68
"2848","2019-11-27","Pistons",0.598,0.713,0.806,"1",0,101,102,"Hornets",0.68
"2849","2019-11-27","Raptors",0.781,0.841,0.887,"1",1,126,98,"Knicks",0.68
"2850","2019-11-27","Rockets",0.744,0.814,0.868,"1",1,117,108,"Heat",0.68
"2851","2019-11-27","Spurs",0.603,0.697,0.777,"1",0,101,113,"Timberwolves",0.68
"2852","2019-11-27","Suns",0.753,0.817,0.867,"1",0,132,140,"Wizards",0.68
"2853","2019-11-27","Thunder",0.173,0.218,0.27,"0",0,119,136,"Blazers",0.68
"2854","2019-11-27","Timberwolves",0.2,0.278,0.373,"0",1,113,101,"Spurs",0.68
"2855","2019-11-27","Warriors",0.279,0.368,0.466,"0",1,104,90,"Bulls",0.68
"2856","2019-11-27","Wizards",0.129,0.172,0.227,"0",1,140,132,"Suns",0.68
"2825","2019-11-26","Clippers",0.37,0.426,0.483,"0",1,114,99,"Mavericks",0.5
"2826","2019-11-26","Mavericks",0.503,0.563,0.621,"1",0,99,114,"Clippers",0.5
"2827","2019-11-26","Nuggets",0.75,0.812,0.861,"1",1,117,104,"Wizards",0.5
"2828","2019-11-26","Wizards",0.139,0.185,0.242,"0",0,104,117,"Nuggets",0.5
"2803","2019-11-25","76ers",0.362,0.422,0.484,"0",0,96,101,"Raptors",1
"2804","2019-11-25","Blazers",0.483,0.593,0.695,"1",1,117,94,"Bulls",1
"2805","2019-11-25","Bucks",0.732,0.782,0.825,"1",1,122,118,"Jazz",1
"2806","2019-11-25","Bulls",0.276,0.379,0.494,"0",0,94,117,"Blazers",1
"2807","2019-11-25","Cavaliers",0.402,0.491,0.58,"0",0,106,108,"Nets",1
"2808","2019-11-25","Celtics",0.746,0.796,0.839,"1",1,103,102,"Kings",1
"2809","2019-11-25","Grizzlies",0.139,0.2,0.28,"0",0,114,126,"Pacers",1
"2810","2019-11-25","Hawks",0.16,0.222,0.299,"0",0,113,125,"Timberwolves",1
"2811","2019-11-25","Heat",0.767,0.822,0.866,"1",1,117,100,"Hornets",1
"2812","2019-11-25","Hornets",0.134,0.171,0.215,"0",0,100,117,"Heat",1
"2813","2019-11-25","Jazz",0.172,0.206,0.244,"0",0,118,122,"Bucks",1
"2814","2019-11-25","Kings",0.16,0.193,0.231,"0",0,102,103,"Celtics",1
"2815","2019-11-25","Lakers",0.573,0.662,0.741,"1",1,114,104,"Spurs",1
"2816","2019-11-25","Magic",0.159,0.2,0.247,"0",0,88,103,"Pistons",1
"2817","2019-11-25","Nets",0.625,0.701,0.767,"1",1,108,106,"Cavaliers",1
"2818","2019-11-25","Pacers",0.708,0.792,0.857,"1",1,126,114,"Grizzlies",1
"2819","2019-11-25","Pistons",0.728,0.784,0.832,"1",1,103,88,"Magic",1
"2820","2019-11-25","Raptors",0.48,0.556,0.629,"1",1,101,96,"76ers",1
